filename	event_labels
2vmrKP7irZY_70_80	Cheering,Speech
AleKXX-ohS4_30_40	Violin_fiddle,Speech
2mnR2UStxrA_30_40	Speech,Car
9lz32KGfZZc_0_10	Chainsaw,Speech
Kk_YzeS00x0_0_10	Singing,Speech
NSFTAK3qoZQ_110_120	Speech,Dog
LvjBP-oSBlY_10_20	Motorcycle,Speech
Fj0_gSR3cvg_210_220	Basketball_bounce,Speech
No3cFFKv-7A_230_240	Speech,Fire_alarm
OKRVO1q8Lik_0_10	Speech,Baby_laughter
OWxQaALDK_Q_140_150	Helicopter,Speech
EBS-paX1RrQ_570_580	Speech,Clapping
D4bheua0xjE_30_40	Cello,Speech
CMg9zmW2pCc_20_30	Motorcycle,Speech
2NLL7D2SMwo_70_80	Basketball_bounce,Speech
Az3L_C6lAN0_0_10	Speech,Dog
B5FyVdLBUbM_100_110	Motorcycle,Speech
0j6rg-m7C5g_0_10	Chainsaw,Motorcycle,Speech
O1ju78fTdek_30_40	Cheering,Speech
OzlperRLFdg_20_30	Chainsaw,Speech
5C-ZLXfbGlw_70_80	Lawn_mower,Speech
FdhFVDlDUKY_80_90	Speech,Dog
CEOTzJSD7Dk_20_30	Speech,Dog
1eX3als-zHQ_30_40	Speech,Car
NibAarDSU50_30_40	Acoustic_guitar,Speech
1PiBGRNBeh4_30_40	Speech,Car
D3IlSLAD9iI_290_300	Motorcycle,Speech
FT-Ku83DhfA_18_28	Chicken_rooster,Speech
Oaa9SlD8Sw0_30_40	Violin_fiddle,Speech
AcKiE-dfei0_30_40	Speech,Vacuum_cleaner
OYsAQ5S3myw_480_490	Acoustic_guitar,Speech
NZY5PSWuTHM_60_70	Helicopter,Speech
0rpjOa_ecvc_60_70	Speech,Car
P3ZF6sM5198_270_280	Basketball_bounce,Speech
NeFTPENdk3s_30_40	Violin_fiddle,Speech
DO57EBwE9rI_30_40	Violin_fiddle,Speech
KM0hwmxBUf4_160_170	Singing,Speech
IlnTVIffurI_10_20	Speech,Dog
ItWSR6J3Ehc_150_160	Singing,Speech
KgG10UMyzGg_30_40	Chicken_rooster,Speech
CvIjWiORdV0_330_340	Acoustic_guitar,Speech
J71Pvrf7Ql0_100_110	Helicopter,Speech
MIOlHWE8U-M_390_400	Cat,Speech
Eosmwtxs-sg_40_50	Chicken_rooster,Speech
IcWu3Dyt9-E_50_60	Helicopter,Speech
FSSy-Y_sVGA_10_20	Cheering,Speech
KFop-6OTJHE_70_80	Chicken_rooster,Speech
BoeCAvex5Lg_30_40	Cello,Speech
54C_5at1V6o_70_80	Cheering,Speech
NViDZx0UH7w_370_380	Speech,Dog
8_R_1QlT8Kg_10_20	Cheering,Speech
MPz0Rpv52dM_0_10	Speech,Dog
D32Ymy6TBAo_0_10	Speech,Dog
M1VI9e-S7RE_250_260	Basketball_bounce,Speech
B_9bcIUDtq0_340_350	Acoustic_guitar,Speech
37xSpomVLsI_0_10	Speech,Car
HVbqfhtE0pY_30_40	Speech,Dog
KxjlxY0_hx8_30_40	Motorcycle,Speech
AXqt031iER4_0_10	Singing,Speech
1XzMZcqHj4k_0_10	Basketball_bounce,Speech
0kt69i6ygFE_290_300	Singing,Cheering,Speech
JMjb1P_0l9k_0_10	Helicopter,Speech
ON841bIPcOw_90_100	Cello,Violin_fiddle,Speech
Nic9uDlpEpE_260_270	Singing,Speech
I_5wAz3wx6E_30_40	Violin_fiddle,Speech
NNR_kKvsCnQ_80_90	Speech,Dog,Clapping
3UYL8QOmpKo_0_10	Telephone_bell_ringing,Speech
09BVCqxg4eE_30_40	Speech,Car
D9CGuDuGU0M_30_40	Violin_fiddle,Speech
BbZiOj0S-6s_0_10	Speech,Dog
LMHt4v8tUQk_180_190	Acoustic_guitar,Speech
EHB9B9J09ho_30_40	Violin_fiddle,Speech
NQzK4dJJPa4_60_70	Singing,Speech
ObA0D5KrUlo_30_40	Speech,Dog
9mRvNkbV57o_190_200	Acoustic_guitar,Speech
FtVE-YQV2-k_30_40	Speech,Dog
L9ooPLuaCPo_550_560	Speech,Frying_(food)
2O9bulvQTAo_30_40	Speech,Vacuum_cleaner
JmR0f8Tc3RA_70_80	Speech,Dog
JqNqA2olQeY_60_70	Speech,Vacuum_cleaner
D05ZfReOqjQ_100_110	Speech,Dog
NBOZk75mVZ0_20_30	Speech,Dog
CecFyrZB-FM_20_30	Speech,Dog
LLDDjX3FBMk_20_30	Speech,Dog
D7MpV_iRwvw_40_50	Speech,Dog
4lytS3VyzTI_30_40	Chainsaw,Speech
EwZxFNUHrKw_30_40	Chicken_rooster,Speech
1vhfvFJzvyY_0_10	Cheering,Speech
LujrqovFVk4_30_40	Violin_fiddle,Speech
GV-sz_aAB9I_170_180	Helicopter,Speech
L4ezNa69zs4_0_10	Motorcycle,Speech
Hs7MltbDdqE_70_80	Singing,Speech
P9k35MVE8bM_30_40	Violin_fiddle,Speech
OlCSCpjHM_c_30_40	Violin_fiddle,Speech
LaA-TefClVM_0_10	Basketball_bounce,Speech
DQwSYZwVSS0_140_150	Chicken_rooster,Speech
FRuQ4X2HyuM_50_60	Speech,Dog
3CkfWFbin5I_30_40	Speech,Car
ODh4YqftedM_30_40	Motorcycle,Speech
OcYtDCm4jL0_30_40	Helicopter,Speech
Jvc3P7bHnZE_60_70	Cat,Speech
LaRcp5l4cnw_30_40	Speech,Frying_(food)
Nre5T3Ndo3g_80_90	Cheering,Speech
IlkpCVdIKrY_20_30	Singing,Speech
CRT3IKEhvJ0_30_40	Acoustic_guitar,Speech
KJ25WKglGuU_330_340	Motorcycle,Speech
8i6Q3T0p06c_570_580	Basketball_bounce,Speech
Bvoque3_U5s_10_20	Motorcycle,Speech
OAiyPvJgjuQ_200_210	Basketball_bounce,Speech
C2bhXqeaMoc_40_50	Chicken_rooster,Speech
-1u9IfcZGeU_340_350	Basketball_bounce,Speech
B3EQdmPejcc_90_100	Helicopter,Speech
JRXPR7cUh84_30_40	Speech,Dog
DUDEuJVZou4_30_40	Speech,Baby_cry_infant_cry
DhUzUooTPNM_120_130	Singing,Speech
GCPK171bzrA_180_190	Singing,Speech
65BbGkjzRYc_0_10	Basketball_bounce,Speech
OB2Qsl6TVEs_120_130	Chicken_rooster,Speech
KK8fiBAjuug_30_40	Violin_fiddle,Speech
JJTPXdi5f24_140_150	Telephone_bell_ringing,Speech
OXM3H3qNMCU_30_40	Chicken_rooster,Speech
JfIo1DxIc-w_380_390	Acoustic_guitar,Speech
OWkmMi3MUAI_30_40	Basketball_bounce,Speech
K4WuRJRFKS8_0_10	Motorcycle,Speech
KOty2tk0nTo_30_40	Cheering,Speech
MpZ3o5PqkUU_30_40	Speech,Dog
ARG3M4wAhCA_90_100	Singing,Speech
GYFX4MO3LLY_80_90	Cat,Speech
BdrVyJUwIlw_30_40	Violin_fiddle,Speech
G5-ktY-ESvQ_150_160	Singing,Speech
K6F1sogt46U_30_40	Speech,Dog
AX0Gpjxva9w_320_330	Speech,Dog
30qmCMRspXI_30_40	Speech,Car
9540sgnZpto_110_120	Cheering,Speech
AeR1YZbmOkI_140_150	Singing,Speech
J42jGIPq1iM_30_40	Violin_fiddle,Speech
DKUkVBxejPQ_30_40	Motorcycle,Speech
N1hXUh896Pw_100_110	Speech,Dog
AN6OE--OVAo_30_40	Chicken_rooster,Speech
L3WLsq-ydbI_80_90	Speech,Clapping
B1fw2a3tGpM_130_140	Cheering,Speech
GGl1_v57Y1Q_30_40	Speech,Baby_cry_infant_cry
DVyYhT_tRjs_190_200	Singing,Speech
8I0xQaVN8ZU_90_100	Basketball_bounce,Speech
KWiCSA5zTcY_190_200	Singing,Speech
N_Bg15mHrWo_40_50	Speech,Clapping
EVZR4LwSRWQ_30_40	Violin_fiddle,Speech
F-e2wmejk4g_40_50	Speech,Dog
AplJJU1Zaxo_30_40	Acoustic_guitar,Speech
1DJWqioBG1k_30_40	Speech,Car
2DbEw-RvaCk_30_40	Speech,Car
0sQ4sYbi-1s_90_100	Cheering,Speech
B4ki0TPUNOo_30_40	Chicken_rooster,Speech
FFogHlS8MVA_80_90	Singing,Speech
KhIivfOIuYI_80_90	Speech,Frying_(food)
E7WhEPN6ZAQ_30_40	Acoustic_guitar,Speech
I-8rk2MbY4U_450_460	Acoustic_guitar,Speech
95U-JZmuwbo_30_40	Speech,Accordion
K_PSsEIBqG0_10_20	Speech,Vacuum_cleaner
Gi3wDj1JGr4_150_160	Speech,Dog
JZjg8JAoTLY_460_470	Chainsaw,Speech
KeEdJHwXMtU_220_230	Lawn_mower,Speech
0EdnRyvbRmI_30_40	Speech,Car
Motn51JjCgc_30_40	Violin_fiddle,Speech
1eknm-9sIrc_20_30	Cheering,Speech
37xp5O2ufPk_30_40	Cheering,Speech
MkADv1q1isQ_50_60	Motorcycle,Speech
CCaXtNk8CKc_130_140	Speech,Dog
G0ykjTHR4G0_200_210	Speech,Dog
B4N6A8P3RyI_310_320	Acoustic_guitar,Speech
4gpeEUlW2dg_180_190	Cheering,Speech
FcI8JCI0ygE_290_300	Motorcycle,Speech
Ni79i-5PfA4_500_510	Speech,Fire_alarm
DpuHRHChHE0_30_40	Violin_fiddle,Speech
-8RoEOBmZTE_30_40	Speech,Car
KBiDPcByJS0_210_220	Cello,Violin_fiddle,Speech
04Wi6Krzn6s_30_40	Speech,Car
F44Lgjhdw8o_30_40	Violin_fiddle,Speech
K_4ELhi_bEc_30_40	Violin_fiddle,Speech
0e0J-MatwwA_27_37	Speech,Car
B0eaCPauYQI_30_40	Speech,Fire_alarm
P78HXYsSJJY_0_10	Speech,Dog
3AA8kUxFo_U_30_40	Speech,Car
JmM5UQup2go_30_40	Speech,Baby_cry_infant_cry
0Y98tzWJkjw_140_150	Speech,Car
HcMfY6vZ_dY_30_40	Violin_fiddle,Speech
Fgop47IQke4_10_20	Speech,Dog
NRJxczcHX9c_5_15	Speech,Baby_cry_infant_cry
N8vVPdo7CJU_290_300	Chainsaw,Speech
LbO26G1aV5E_30_40	Lawn_mower,Speech
DY_HxjOcwf8_160_170	Motorcycle,Speech
HbdlI_AEVQM_30_40	Chicken_rooster,Speech
39FxuiJeFNA_20_30	Speech,Car
F2k0H63eGRI_50_60	Motorcycle,Speech
DYCX5QD9SGk_30_40	Violin_fiddle,Speech
-45BHWgbs08_30_40	Cheering,Speech
Itq4qnmhpyk_30_40	Speech,Dog
E0yITIHEyOE_30_40	Violin_fiddle,Speech
HrJxgT-ZYRw_10_20	Singing,Speech
NRtTpwTMfLI_0_10	Telephone_bell_ringing,Speech
OCKJNRPZzQ4_0_10	Motorcycle,Speech
11xUEc-AqEI_90_100	Speech,Baby_laughter
KO6lRW2xfdY_30_40	Violin_fiddle,Speech
NJy7r17a7ho_160_170	Singing,Speech
10lxnCezdaI_30_40	Speech,Car
JnvJwrYVeJA_330_340	Speech,Dog
IjRbnB2jiTg_30_40	Violin_fiddle,Speech
JLUiN0ZKTrg_120_130	Motorcycle,Speech
41Tqw_mt7aQ_70_80	Basketball_bounce,Speech
HIWZVNEppkk_30_40	Acoustic_guitar,Speech
Kd5ug0gWw_I_80_90	Speech,Vacuum_cleaner
MdvIR-GWZ1E_430_440	Helicopter,Speech
IKa_oYx1fsM_60_70	Helicopter,Speech
9pSaqvHecNI_30_40	Acoustic_guitar,Speech
AOEUNbz8RJE_40_50	Helicopter,Speech
G7WdbH_BQWE_260_270	Helicopter,Speech
Al8fS6ngZrY_10_20	Speech,Dog
D5g5z6bTdVA_90_100	Cheering,Speech
KoLlS0FUj3Y_110_120	Helicopter,Speech
J23UdGZbxQc_50_60	Blender,Speech
NwBux-yAxEk_30_40	Helicopter,Speech
CjTfGc4LGkU_0_10	Singing,Speech
HbnWn_vLVW0_190_200	Speech,Dog
EgzDUT5Fh3E_30_40	Motorcycle,Speech
NHoHBhPjAb4_50_60	Motorcycle,Speech
KW4IjN3PWtc_250_260	Violin_fiddle,Speech
EGiR_Yw8rdo_170_180	Helicopter,Speech
MDEwJXPl01w_30_40	Violin_fiddle,Speech
LRls1SZgiYY_10_20	Speech,Dog
EqkjRURvm7Y_0_10	Cheering,Speech
9XuYoQC9KIA_30_40	Speech,Dog
HMdldZK-kK0_120_130	Acoustic_guitar,Speech
AbT-wsuPJU4_0_10	Motorcycle,Speech
Dw2-L8th6cY_80_90	Speech,Dog
2DaUyCnajb0_310_320	Basketball_bounce,Speech
JtUaC-Jz4JQ_120_130	Singing,Speech
AN3b637xKWw_30_40	Motorcycle,Speech
P2yp7rhU3wM_0_10	Basketball_bounce,Speech
CANtkvl7BJg_10_20	Chicken_rooster,Speech
CFHih8IQmXU_20_30	Acoustic_guitar,Speech
Df3v8YPxLTA_150_160	Singing,Speech
ATujlYAZ-uk_220_230	Motorcycle,Speech
ABTNzTvkjfw_30_40	Basketball_bounce,Speech
I1Y9zmpd28M_0_10	Helicopter,Speech
O5m7FTlS7Gk_60_70	Speech,Dog
OUEDd0VYLpQ_380_390	Basketball_bounce,Speech
EkKeq1SD2ZY_40_50	Speech,Dog
KrjFmmT9uNg_18_28	Speech,Dog
LsGbWdoDipk_30_40	Speech,Dog
APERm3aqTFE_30_40	Cheering,Speech
JxL-Jc5rZ6A_0_10	Cat,Speech
JHH1RSAenHA_350_360	Acoustic_guitar,Speech
00wQEGJ57c4_150_160	Speech,Car
HFqj77fcTBc_150_160	Speech,Dog
Jr1RUqp86ro_30_40	Violin_fiddle,Speech
EO0NHxXxWAs_30_40	Speech,Clapping
IgOoagU-P4k_40_50	Speech,Vacuum_cleaner
P-jM8H2ZrBU_380_390	Speech,Dog
9KPk292No4k_140_150	Speech,Frying_(food)
38DQ5IVQQ68_30_40	Speech,Car
A8EeDaxnwfc_20_30	Speech,Clapping
GSVRpO44F04_140_150	Helicopter,Speech
GatXB9VicG8_10_20	Singing,Speech
-8FNaYomh_Q_20_30	Speech,Car
DbyQbUL9OQk_90_100	Cheering,Speech
CtN7bVeK-10_0_10	Speech,Dog
9mS9c12jtqk_320_330	Acoustic_guitar,Speech
FtwGVpmUIYI_30_40	Violin_fiddle,Speech
F8416Wv2ayc_30_40	Violin_fiddle,Speech
JYFro_J3E5M_60_70	Speech,Dog
Aqyo9M7dMaQ_30_40	Violin_fiddle,Speech
HQcuEooMfh4_0_10	Speech,Dog
A2fH-EDSlds_30_40	Acoustic_guitar,Speech
NahfssdqFiM_30_40	Helicopter,Speech
HnNODwn7x9M_30_40	Chicken_rooster,Speech
JE7meIb5iYA_540_550	Violin_fiddle,Speech
GEsFzQNU2OE_10_20	Cat,Speech
MuqQE00UlhQ_590_600	Chicken_rooster,Speech
OBgCGx60smA_30_40	Violin_fiddle,Speech
KnoZ5gCnNsk_30_40	Basketball_bounce,Speech
BsqZcBr8o1g_20_30	Speech,Baby_laughter
JYsPfgqDUzw_20_30	Basketball_bounce,Speech
C-XWAbzeH2o_80_90	Singing,Speech
EAcPI6dA84w_340_350	Singing,Acoustic_guitar,Speech
FSY6UEa7qbk_0_10	Basketball_bounce,Speech
CKJut-jBZLM_30_40	Violin_fiddle,Speech
JlqcxcnPJHI_280_290	Speech,Dog
B-wSJYhOw3Y_220_230	Helicopter,Speech
H4dtBl3R5RE_40_50	Acoustic_guitar,Speech
JXuaIkKQrac_30_40	Acoustic_guitar,Speech
DzBk5VyuobA_30_40	Speech,Baby_laughter
7yntRBheP3M_30_40	Cheering,Speech
N0bDasbBqTw_30_40	Speech,Baby_cry_infant_cry
3JVoLuhkkgE_280_290	Banjo,Speech
BES22NpV6-o_30_40	Violin_fiddle,Speech
EI1B1yRH4Js_30_40	Violin_fiddle,Speech
IlvZ8HupdQU_40_50	Speech,Dog
1Drw6qDGdoE_30_40	Speech,Car
F6i5H9my_mg_160_170	Speech,Fire_alarm
Nb0TzUZKOKc_0_10	Basketball_bounce,Speech
FB1cQMkn4Kw_20_30	Cat,Speech
FWVB31mq0bk_130_140	Speech,Dog
D-HczflYNWY_40_50	Basketball_bounce,Speech
O3hRRvDNXMQ_320_330	Speech,Vacuum_cleaner
IapsxZ_z4oA_30_40	Violin_fiddle,Speech
I39Xpt-WhVA_0_10	Speech,Dog
DpmGAnJ5aVI_39_49	Speech,Dog
149g6N3EahQ_40_50	Basketball_bounce,Speech
Nqaltinr5Ig_30_40	Speech,Baby_cry_infant_cry
LtyzxhrtVfQ_200_210	Singing,Speech
Hj1vEJqJe1s_340_350	Basketball_bounce,Speech
2UxOuJUUNYI_310_320	Speech,Frying_(food)
B0sXYJeZ8Xk_30_40	Lawn_mower,Speech
N9Ni-njgc8s_100_110	Violin_fiddle,Speech
L3s6jzpu0gI_10_20	Speech,Dog
Gj51Xebm8LQ_280_290	Speech,Fire_alarm
OmfFnOj91cE_200_210	Basketball_bounce,Speech
P8p2ycwcw1s_70_80	Basketball_bounce,Speech
L6975xD4czk_30_40	Speech,Baby_cry_infant_cry
JoDYiMYQwdI_110_120	Basketball_bounce,Speech
2qrWQZhPkKE_30_40	Speech,Car
1hmW0CLxOCc_40_50	Basketball_bounce,Speech
EYBeBWeUK98_20_30	Speech,Dog
GOM5vDpR8go_0_10	Basketball_bounce,Speech
OkVt4RiK02U_30_40	Speech,Vacuum_cleaner
O3w8FANQA9E_100_110	Banjo,Violin_fiddle,Speech
FcyzPrdfFAU_80_90	Speech,Fire_alarm
0X499Itxbi0_110_120	Speech,Car
BfLNG_sRkQU_40_50	Singing,Speech
IyquCv9bedI_30_40	Violin_fiddle,Speech
AWQOZLkTtaA_180_190	Motorcycle,Speech
3A2QXiHcdQQ_30_40	Speech,Car
021r8gwwl-4_30_40	Chainsaw,Speech
N__UBCg-TAw_30_40	Violin_fiddle,Speech
I2gkgBFUpII_0_10	Basketball_bounce,Speech
8Fp3LHfZxl8_500_510	Basketball_bounce,Speech
L_vXQVbCqHc_130_140	Singing,Speech
PCHi_Ikx7PU_10_20	Motorcycle,Speech
3mxLXT3XImA_90_100	Speech,Frying_(food)
0dTHwHQZ_sQ_30_40	Speech,Car
0CBPb0RAQp8_30_40	Speech,Car
ADarnw_KLbs_250_260	Speech,Dog
NU3te_Roefc_50_60	Speech,Dog
0rkHSzs9z1I_40_50	Basketball_bounce,Speech
C5MoFkJfXJo_0_10	Cat,Speech
02Fov8Y7NcQ_120_130	Singing,Cheering,Speech
A2PrNWAa0eE_260_270	Lawn_mower,Speech
IJ9WJQ0dj3g_20_30	Helicopter,Speech
9ghe0bGkWWA_30_40	Acoustic_guitar,Speech
Dp37iAl1HNI_140_150	Singing,Speech
KarxHsDpwpk_50_60	Chainsaw,Speech
AIgXo8bNnf8_30_40	Violin_fiddle,Speech
9WRF30Z8kr4_30_40	Helicopter,Speech
9nn7njUNYP8_30_40	Speech,Dog
1Si5X9gxUNk_30_40	Speech,Car
9meFkcHjA8k_210_220	Acoustic_guitar,Speech
KMvZBQ8bSn8_30_40	Violin_fiddle,Speech
BVGZS0tLe_A_110_120	Chainsaw,Speech
Jwp1VaZfB08_430_440	Singing,Speech
3J6NkqSbwug_10_20	Basketball_bounce,Speech
KfTGxbHj3lQ_0_10	Speech,Dog
NH_IlkOoSmc_30_40	Speech,Clapping
0X4gf1-45hE_30_40	Speech,Car
Bq7qVzjXpiM_40_50	Speech,Clapping
NsSsdoQYoQ8_170_180	Singing,Speech
EbqohZCJW7Y_130_140	Speech,Dog
Klzqhjc2klY_30_40	Violin_fiddle,Speech
39iC8Wu1d8I_70_80	Speech,Clapping
LOqnO5mmC38_200_210	Acoustic_guitar,Speech
Ib1Rr7NFvKE_370_380	Motorcycle,Speech
GqrLHKd1_dk_10_20	Speech,Fire_alarm
CN3TcLhslxU_30_40	Telephone_bell_ringing,Speech
OQwzQLvGJkI_10_20	Speech,Baby_laughter
IybQeySwF9k_190_200	Speech,Dog
0lT6ejY32Gw_30_40	Speech,Car
A__Uts3i2Q8_10_20	Chicken_rooster,Speech
GcFdgL7pGPQ_180_190	Singing,Speech
P4V6DppPfzE_60_70	Speech,Dog
HOhtZUPw_ME_0_10	Singing,Speech
BbLpbk6NkMk_40_50	Singing,Speech
KS-va5bLpng_10_20	Singing,Speech
OM2aINGjoD0_80_90	Speech,Dog
DZOz_TcORUM_440_450	Speech,Dog
1Xsh2aAaySA_30_40	Speech,Car
7QQddiHnMds_20_30	Cheering,Speech
5uo8iMhPRDQ_10_20	Basketball_bounce,Speech
H7xfaXo59YU_30_40	Violin_fiddle,Speech
B_ppvaJhMEc_30_40	Violin_fiddle,Speech
ET7YY7YqFII_20_30	Motorcycle,Speech
E8KWazXIrAU_30_40	Violin_fiddle,Speech
8-6MABXsKns_410_420	Banjo,Speech
BWFubeZlSdU_0_10	Motorcycle,Speech
BTaR6V1MO6I_30_40	Violin_fiddle,Speech
OfK_roW4O94_30_40	Violin_fiddle,Speech
MxUj6n_3P80_140_150	Speech,Vacuum_cleaner
37pB2I0F-8I_10_20	Telephone_bell_ringing,Speech
N7g9ySV7ycU_40_50	Singing,Speech
H9kT1HgFpwQ_23_33	Violin_fiddle,Speech
2dKGumq0QkM_40_50	Basketball_bounce,Speech
2YnnMsBWNYM_30_40	Speech,Car
4ijLeXCmQXg_390_400	Speech,Baby_laughter
KxDVrh9nxzA_120_130	Speech,Frying_(food)
8yjq0wkBbt0_20_30	Basketball_bounce,Speech
6nJ9zXqHerc_170_180	Speech,Frying_(food)
MDuufYdMeVQ_60_70	Motorcycle,Speech
1RwPCMq1TOg_30_40	Speech,Car
GFH14s8RGpU_0_10	Motorcycle,Speech
E5f1d0eZFZ0_30_40	Speech,Dog
J6tErSxKYkE_150_160	Acoustic_guitar,Speech
LqXjgJRqugw_70_80	Basketball_bounce,Speech
0NIZLMMW_yg_30_40	Speech,Car
2UEqIMYZTaw_30_40	Speech,Car
N29V2dfTs2w_50_60	Speech,Fire_alarm
NwgEA2yRlYk_0_10	Chicken_rooster,Speech
IkhYJECjiPc_30_40	Acoustic_guitar,Speech
Cf5hdq2S5zc_0_10	Acoustic_guitar,Speech
HYzKNeEFzMM_10_20	Speech,Dog
IL84ny9wPtM_330_340	Motorcycle,Speech
H6hahdQGsII_30_40	Cat,Speech
LNesqJXAOtk_550_560	Acoustic_guitar,Speech
KF11JAqMUR4_30_40	Acoustic_guitar,Speech
BfkDWjzSWyk_70_80	Speech,Dog
FYZYktcA4M4_30_40	Speech,Baby_cry_infant_cry
HkoiUn1sNm0_440_450	Telephone_bell_ringing,Speech
BeK-a7tCUvE_0_10	Speech,Dog
EytSxgLw1N8_220_230	Speech,Dog
JP9ecXVz0nY_30_40	Singing,Speech
APv90vT-yeY_130_140	Singing,Speech
DHZt9IZKU90_30_40	Violin_fiddle,Speech
K4_pxCBMFmM_0_10	Cat,Speech
HsDDjtaMoF0_10_20	Speech,Dog
AdvtDqcjaKQ_200_210	Singing,Speech
ImzapxcL2LM_30_40	Speech,Baby_cry_infant_cry
B8Z8kfNhSX4_50_60	Chainsaw,Speech
CJR4zYob4J4_30_40	Speech,Dog
IOlBypBcuxs_50_60	Motorcycle,Speech
AJHLEE4StjA_30_40	Violin_fiddle,Speech
39MOrj8AQt4_150_160	Speech,Car
IyQa7hfrBJk_80_90	Speech,Accordion
MzuObC9gBUM_110_120	Singing,Speech
KBiXZ86LGKI_70_80	Singing,Speech
HFt_8QwcCDY_30_40	Violin_fiddle,Speech
E7Cv-dBkP3U_190_200	Singing,Speech
E1xevDcdzZY_30_40	Speech,Baby_cry_infant_cry
GQdgIc3C2hg_30_40	Speech,Baby_cry_infant_cry
6flPmESXNqQ_0_10	Speech,Fire_alarm
DydXGBmJxj4_20_30	Speech,Dog
D1OOkl4uqU0_30_40	Chicken_rooster,Speech,Dog
NYyc5gwbrAU_130_140	Singing,Speech
NfXT7RNubVY_30_40	Violin_fiddle,Speech
LTf-Q9zGYDM_230_240	Banjo,Speech
HATujiIdFlU_130_140	Singing,Speech
IZUSUCgdSFg_40_50	Blender,Speech
AJ-TP4CNYUA_0_10	Speech,Dog
JsgeAfS-fB8_330_340	Speech,Vacuum_cleaner
Eg8L23G6xrg_0_10	Speech,Baby_laughter
GXsXHJzRSGk_30_40	Violin_fiddle,Speech
1J_YgADrBLM_30_40	Speech,Car
BBEzupMjeYQ_30_40	Violin_fiddle,Speech
MnqveSE7aIw_21_31	Cat,Speech
H_nXWxU40WI_430_440	Cat,Speech
AmC6VzxW0YQ_220_230	Speech,Frying_(food)
JcdVe9BX58Q_30_40	Speech,Baby_cry_infant_cry
ML1aIfO1Sf4_30_40	Speech,Dog
HjrLcX2FKsw_130_140	Singing,Speech
Cq1WP89BKlA_30_40	Speech,Baby_cry_infant_cry
B-6jGXRCyEs_130_140	Acoustic_guitar,Speech
LVR-kC14--8_70_80	Cheering,Speech
DNzCht6ZEXk_12_22	Violin_fiddle,Speech
Ef2lRjzOEpc_50_60	Speech,Dog
-9qjcmxVgUg_30_40	Speech,Car
Mr3Ybi2eHlQ_590_600	Helicopter,Speech
C79gxtybmjA_10_20	Speech,Dog
C5XsPaCLlyw_160_170	Singing,Cheering,Speech
OSOPQHK5wMI_10_20	Speech,Dog
BCGjhGRdZqc_40_50	Speech,Dog
6UsSBgQhGio_330_340	Speech,Accordion
MF1H01PBako_30_40	Violin_fiddle,Speech
MuOtQtaM2gA_290_300	Speech,Fire_alarm
BC4hSmMFJIo_30_40	Singing,Speech
GKq2LXC9SM4_0_10	Singing,Speech
CFr06vfRDDQ_0_10	Motorcycle,Speech
P-Yni8zTL60_110_120	Speech,Baby_laughter
BY8jCfLoOXM_10_20	Cheering,Speech
L6YrwKEMP2Y_0_10	Singing,Speech
9L0KyZhdUlk_30_40	Cheering,Speech
EVza-wK3o3E_350_360	Speech,Dog
6Y27WWLMMeI_70_80	Cheering,Speech
9sBMOBPys7M_40_50	Speech,Vacuum_cleaner
JWgNa4M67JY_30_40	Speech,Dog
8FdSTXcdd_I_90_100	Blender,Speech
B-8NkTq2oCk_30_40	Cheering,Speech
FwFGlWTxCIo_30_40	Acoustic_guitar,Speech
Nhperc1DPXE_40_50	Basketball_bounce,Speech
GJGXlAUhARo_110_120	Speech,Dog
-1oUWvnBBhc_110_120	Speech,Car
P85wcCQKDog_160_170	Speech,Dog
AKwwpCdVz9Q_30_40	Violin_fiddle,Speech
MlsZ0ehGgZ8_20_30	Speech,Vacuum_cleaner
IaNjNnWH1R8_170_180	Singing,Speech
OtQ4aSlIDlE_0_10	Lawn_mower,Speech
I3gz9lMGZPw_120_130	Singing,Speech
Jfb745fjYeo_16_26	Speech,Baby_cry_infant_cry
9kY9RrpBs4o_70_80	Telephone_bell_ringing,Speech
A9Rdo-X_nPU_90_100	Acoustic_guitar,Speech
CDz9OVyy9Es_30_40	Violin_fiddle,Speech
HJ_f2Y-WE2k_30_40	Blender,Speech
B7tyAeHQjIU_30_40	Cello,Speech
Ez0JAavYzcM_0_10	Speech,Clapping
OJtH6alPhDg_30_40	Violin_fiddle,Speech
DrpbZM5X_k0_480_490	Chainsaw,Speech
KMArivPZv5E_50_60	Basketball_bounce,Speech
P01Feewbqkg_17_27	Speech,Dog
Ob2Mg7A1Z3Y_30_40	Speech,Dog
8GMJLYwm-KU_200_210	Basketball_bounce,Speech
OmF8WTEWVH0_0_10	Telephone_bell_ringing,Speech
IvXMJm1AXhg_10_20	Speech,Dog
BfbK0yQLh1I_250_260	Basketball_bounce,Speech
BG-V48f6ba0_70_80	Motorcycle,Speech
2fV1j0rn7rk_60_70	Speech,Car
Barno-i6EMI_100_110	Lawn_mower,Speech
GUgZSWg620c_70_80	Singing,Speech
HAx_GI3t3O0_30_40	Chicken_rooster,Speech
L-x3ZtZvxtU_30_40	Violin_fiddle,Speech
H9pE3sMVsrU_270_280	Singing,Speech
2qjFBdfqe84_30_40	Speech,Car
N8_9dYmsyvw_170_180	Basketball_bounce,Speech
9ESGjQB0AXg_20_30	Speech,Baby_laughter
NNwjG6Rr3qY_40_50	Blender,Speech
